"","drug","SYMBOL","logFC"
"Gm22251","VEGFR","Gm2225",0.432864114661423
"Fgfr2","VEGFR","Fgfr2",0.449693290933645
"2010004M13Rik1","VEGFR","2010004M13Rik",0.420593736310975
"Actg21","VEGFR","Actg2",1.24137548049249
"Kank3","VEGFR","Kank3",0.429970127953228
"Ifrd1","VEGFR","Ifrd1",0.443952896648677
"Cenps1","VEGFR","Cenps",-0.383420498618308
"Mmrn11","VEGFR","Mmrn1",0.438679008211596
"Anxa81","VEGFR","Anxa8",0.65320986191637
"Plin51","VEGFR","Plin5",0.430246886899624
"Rps16-ps21","VEGFR","Rps16-ps2",0.460008255620355
"B2m1","VEGFR","B2m",0.399841521128734
"Fndc9","VEGFR","Fndc9",0.377210306813228
"Cd361","VEGFR","Cd36",-0.594328475925211
"Vwa11","VEGFR","Vwa1",-0.737422682166875
"Fam3d1","VEGFR","Fam3d",0.502103644009668
"Sult5a1","VEGFR","Sult5a1",0.413932976790713
"Gm16145","VEGFR","Gm16145",0.509751519152318
"Gm491311","VEGFR","Gm49131",0.559297391000806
"Iglv11","VEGFR","Iglv1",0.915334852733901
"Gm431901","VEGFR","Gm43190",-0.560662066351082
"Comp1","VEGFR","Comp",0.534411217053684
"Gm65661","VEGFR","Gm6566",0.48859888959763
"Gm221071","VEGFR","Gm22107",0.594964020013993
"Snord711","VEGFR","Snord71",-0.665096178289432
"Hr1","VEGFR","Hr",0.446734459037317
"Cdca31","VEGFR","Cdca3",-0.416893074944593
"AA3882351","VEGFR","AA388235",0.400094374550874
"Krt181","VEGFR","Krt18",0.495645597118729
"Nbl11","VEGFR","Nbl1",0.471636139219533
"Lox","VEGFR","Lox",0.552153430868202
"Gm227531","VEGFR","Gm22753",0.545764947679739
"Rps12-ps31","VEGFR","Rps12-ps3",0.47144883987514
"Adora2a","VEGFR","Adora2a",0.390212820141558
"Rps51","VEGFR","Rps5",0.430259973211897
"8430426J06Rik1","VEGFR","8430426J06Rik",0.44642716547094
"Ip6k3","VEGFR","Ip6k3",0.386081028976319
"Rps9","VEGFR","Rps9",0.422609365039553
"Pecr","VEGFR","Pecr",-0.60032408802003
"Gm430211","VEGFR","Gm43021",0.381403515324123
"Gm159961","VEGFR","Gm15996",-0.420662973403047
"Rhpn2","VEGFR","Rhpn2",0.376534064851156
"Bhmt","VEGFR","Bhmt",0.722296727647842
"Slc33a1","VEGFR","Slc33a1",-0.415221302834789
"Trpm61","VEGFR","Trpm6",0.399104804090668
"Fabp51","VEGFR","Fabp5",0.580139162674716
"Gm258811","VEGFR","Gm25881",0.4767721426001
"Ighg2b","VEGFR","Ighg2b",0.448612162820785
"Lonrf11","VEGFR","Lonrf1",-0.46697581128321
"Igkv10-961","VEGFR","Igkv10-96",0.608652220401723
"Nradd","VEGFR","Nradd",0.383911007610511
"Crot1","VEGFR","Crot",-0.44191572050638
"Sectm1b","VEGFR","Sectm1b",-0.644396582998036
"Gm26622","VEGFR","Gm26622",-0.391430727668919
"Pim1","VEGFR","Pim1",0.635003167636978
"Necab3","VEGFR","Necab3",0.369908509061241
"Tpcn21","VEGFR","Tpcn2",0.40641790537425
"Gm56999","VEGFR","Gm56999",0.441481583503347
"2310015A10Rik","VEGFR","2310015A10Rik",0.455820695471873
"Ctsk","VEGFR","Ctsk",0.405940164536604
"Gm94651","VEGFR","Gm9465",0.562359534714479
"Paqr7","VEGFR","Paqr7",-0.624741341022211
"Gm458471","VEGFR","Gm45847",0.423522740015407
"4930579F01Rik1","VEGFR","4930579F01Rik",-0.428308349760713
"H2-Q71","VEGFR","H2-Q7",0.426332128493156
"Uts21","VEGFR","Uts2",-0.512876131043158
"Mir3473e1","VEGFR","Mir3473e",-0.695697023929194
"Ptpru","VEGFR","Ptpru",0.578174991886489
"Tacstd21","VEGFR","Tacstd2",0.397289079722586
"Mdm2","VEGFR","Mdm2",0.403552903467368
"Gm56412","VEGFR","Gm56412",0.4926128531086
"St3gal1","VEGFR","St3gal1",0.384071494942301
"Cyp2d26","VEGFR","Cyp2d26",0.556073729467305
"Gm233901","VEGFR","Gm23390",-0.483499761223191
"Spon11","VEGFR","Spon1",0.535047656163136
"Itih41","VEGFR","Itih4",0.665063948005394
"Mir6937","VEGFR","Mir6937",0.535362664451114
"Cracr2b1","VEGFR","Cracr2b",0.43044812343741
"Gm75911","VEGFR","Gm7591",-0.367074446307775
"Slc1a51","VEGFR","Slc1a5",0.475831461136712
"Gm318141","VEGFR","Gm31814",-0.396114495931782
"Fam174b","VEGFR","Fam174b",0.369286598433225
"Vill1","VEGFR","Vill",-0.502810943928207
"Mst1r","VEGFR","Mst1r",0.381843294427464
"Slc36a21","VEGFR","Slc36a2",1.06141302057734
"Gm33791","VEGFR","Gm3379",0.653061387454128
"Rpl17-ps101","VEGFR","Rpl17-ps10",0.451440931100784
"Gm490041","VEGFR","Gm49004",0.417227607503805
"Strit11","VEGFR","Strit1",0.584823292205794
"Bbc31","VEGFR","Bbc3",0.471499007047099
"Ppp1r14d1","VEGFR","Ppp1r14d",0.519307139724061
"Rps191","VEGFR","Rps19",0.427847537506379
"Kntc1","VEGFR","Kntc1",-0.479249932911833
"Gm77741","VEGFR","Gm7774",0.422629022548301
"Gm97941","VEGFR","Gm9794",0.422364057851336
"Gm304211","VEGFR","Gm30421",-0.41352214419721
"Rpl34-ps11","VEGFR","Rpl34-ps1",0.396522379275762
"Gm158921","VEGFR","Gm15892",0.431365867858837
"Gm210571","VEGFR","Gm21057",-0.434912586415148
"Rpl361","VEGFR","Rpl36",0.450402270569488
"Ahr1","VEGFR","Ahr",0.394415296171618
"Gm435681","VEGFR","Gm43568",0.449883979762326
"Snx31","VEGFR","Snx31",-0.515343675382417
"Crispld21","VEGFR","Crispld2",0.460991200001222
"Gm56994","VEGFR","Gm56994",-0.383222739102252
"Gm17907","VEGFR","Gm17907",0.490337117392625
"Mir12581","VEGFR","Mir1258",0.945947149486195
"Gm5182","VEGFR","Gm5182",0.399717760066874
"Gm12678","VEGFR","Gm12678",-0.556832411815479
"Cxcr41","VEGFR","Cxcr4",0.470364894145122
"Treh","VEGFR","Treh",-0.395079061868345
"Fam166b1","VEGFR","Fam166b",0.482974950524431
"Styk1","VEGFR","Styk1",0.387733864090771
"Gm57047","VEGFR","Gm57047",0.445656352796838
"Trbc21","VEGFR","Trbc2",0.643298740372077
"Ccdc271","VEGFR","Ccdc27",0.369154149185638
"Cdkn2b1","VEGFR","Cdkn2b",0.4259384195254
"P2rx7","VEGFR","P2rx7",0.408430233063776
"Gm57146","VEGFR","Gm57146",0.401446036154729
"Ppt2","VEGFR","Ppt2",-0.376088337448989
"Klrg2","VEGFR","Klrg2",0.382444726127029
"Clip41","VEGFR","Clip4",-0.384087821238006
"Cxcr3","VEGFR","Cxcr3",0.40737477925325
"Mir194-21","VEGFR","Mir194-2",-0.41378261852981
"Gpam","VEGFR","Gpam",0.387333538707483
"Lrrc8b1","VEGFR","Lrrc8b",-0.449615082344372
"Htra31","VEGFR","Htra3",0.693806712878955
"Ifngr1","VEGFR","Ifngr1",0.368028246677502
"Gltpd2","VEGFR","Gltpd2",0.366374863923633
"Atp2a3","VEGFR","Atp2a3",0.369863295505548
"Psat1","VEGFR","Psat1",0.383313524561824
"Ccnb21","VEGFR","Ccnb2",-0.577818029826377
"Fau1","VEGFR","Fau",0.414048059391811
"Gm161241","VEGFR","Gm16124",0.43987592218219
"Ddc1","VEGFR","Ddc",0.622460317020278
"Tfpi","VEGFR","Tfpi",0.377155862890312
"Rps161","VEGFR","Rps16",0.432830567516451
"Trarg11","VEGFR","Trarg1",0.581351695274581
"Proser2","VEGFR","Proser2",0.390441343260081
"Cpne2","VEGFR","Cpne2",0.41033062444583
"Thbs3","VEGFR","Thbs3",0.36901022497659
"Snora21","VEGFR","Snora21",0.36169692210581
"Ighv1-74","VEGFR","Ighv1-74",0.441625490517831
"Med18","VEGFR","Med18",0.638527260143682
"Dscaml11","VEGFR","Dscaml1",0.375816659324546
"Gm42397","VEGFR","Gm42397",-0.520184436388658
"Cndp21","VEGFR","Cndp2",-0.556322667327608
".5131","VEGFR",".513",-0.531128958715869
"Gm4632","VEGFR","Gm4632",-0.384628432357108
"Msrb1","VEGFR","Msrb1",0.423409298284333
"Fzd11","VEGFR","Fzd1",-0.363186872070994
"Myzap","VEGFR","Myzap",0.383448716803953
"AI1823711","VEGFR","AI182371",0.537456870529847
"Snora781","VEGFR","Snora78",0.379509193439423
"Rps13-ps21","VEGFR","Rps13-ps2",0.494849263285722
"Slc22a71","VEGFR","Slc22a7",-0.947089500524825
"Rftn2","VEGFR","Rftn2",0.37553742616154
"Igfbp21","VEGFR","Igfbp2",0.92745951221586
"Rps201","VEGFR","Rps20",0.399854191348619
"Efcab15","VEGFR","Efcab15",-0.378666130991257
"Stk32c","VEGFR","Stk32c",0.520833504144747
"Naaladl11","VEGFR","Naaladl1",-0.435522030097798
"Gm155401","VEGFR","Gm15540",0.448719284666319
"Retn1","VEGFR","Retn",1.32299421059584
"Gm272161","VEGFR","Gm27216",-0.540692589071365
"Gm2449","VEGFR","Gm2449",0.372139995329774
"Slc26a8","VEGFR","Slc26a8",0.380333156903574
"Plac91","VEGFR","Plac9",0.509378311581244
"Rbpms","VEGFR","Rbpms",0.400499010865943
"Slc28a21","VEGFR","Slc28a2",0.405016353709285
"Mir70011","VEGFR","Mir7001",0.671848729440287
"Pold1","VEGFR","Pold1",0.376775004386815
"Acsm2","VEGFR","Acsm2",-0.605156523631951
"Gm48558","VEGFR","Gm48558",-0.456537307441735
"Gm15287","VEGFR","Gm15287",0.376175881820346
"Gm62101","VEGFR","Gm6210",0.437732675643112
"Gm55448","VEGFR","Gm55448",0.3567466400057
"Zdhhc21","VEGFR","Zdhhc2",-0.369346216963625
"Gm502541","VEGFR","Gm50254",0.386066252247381
"0610006L08Rik","VEGFR","0610006L08Rik",-0.385452561709531
"Gm15638","VEGFR","Gm15638",-0.377717163493069
"Abca8a1","VEGFR","Abca8a",0.418104471990727
"Gm37986","VEGFR","Gm37986",0.431675275280903
"Bmp61","VEGFR","Bmp6",0.367309798606315
"Gm8893","VEGFR","Gm8893",0.609800680479578
"Col13a11","VEGFR","Col13a1",0.755538652564813
"Gm417501","VEGFR","Gm41750",-0.852397323033301
"Usp35","VEGFR","Usp35",0.403281338569431
"Urb1","VEGFR","Urb1",0.374879913503765
"Fbln11","VEGFR","Fbln1",0.553311857614159
"Gm374211","VEGFR","Gm37421",-0.411848483029884
"Ankrd2","VEGFR","Ankrd2",0.378500809540544
"Cnn11","VEGFR","Cnn1",0.513440921785575
"Tbx61","VEGFR","Tbx6",0.461791750170294
"Defb12","VEGFR","Defb1",0.398061167013265
"Rps121","VEGFR","Rps12",0.432611540601649
"Sema3f1","VEGFR","Sema3f",0.37929488984916
"Acss31","VEGFR","Acss3",0.414003829581321
"Ifi205","VEGFR","Ifi205",0.431271978002983
"Inpp4a","VEGFR","Inpp4a",0.369922795592279
"Ren11","VEGFR","Ren1",0.596904931544251
"Aox11","VEGFR","Aox1",0.411123430756356
"Sardh1","VEGFR","Sardh",0.366041534822623
"Adgrl41","VEGFR","Adgrl4",0.478983899869965
"Nexn1","VEGFR","Nexn",0.407822158087894
"Snord531","VEGFR","Snord53",0.695876782509408
"Gm396061","VEGFR","Gm39606",-0.414446412778805
"Chd91","VEGFR","Chd9",0.448924271275524
"Nat8f21","VEGFR","Nat8f2",-0.819343036057184
"Gm556111","VEGFR","Gm55611",0.584736065469168
"Mir62361","VEGFR","Mir6236",-0.453699854242829
"Hrct1","VEGFR","Hrct1",0.40384306817541
"Gm120981","VEGFR","Gm12098",-0.398020303081031
"Ct551","VEGFR","Ct55",-0.412009544872908
"Rpl36a1","VEGFR","Rpl36a",0.422343792794162
"Gm55290","VEGFR","Gm55290",0.358953927922896
"Gm116591","VEGFR","Gm11659",-0.407714077113531
"Fcrlb1","VEGFR","Fcrlb",0.357004482063004
"Slc52a3","VEGFR","Slc52a3",-0.44816485592932
"Fer1l41","VEGFR","Fer1l4",0.611677271709685
"Per3","VEGFR","Per3",-0.527809291813161
"Nat8f51","VEGFR","Nat8f5",-0.693888807529908
"Tmco3","VEGFR","Tmco3",-0.496919178870427
"Rpl35a-ps31","VEGFR","Rpl35a-ps3",0.540123033196597
"Zfp851","VEGFR","Zfp85",0.412905820234458
"Arl4a","VEGFR","Arl4a",0.372214490320576
"Rassf6","VEGFR","Rassf6",0.41528403153795
"Trbj2-7","VEGFR","Trbj2-7",0.444362706347484
"Spata201","VEGFR","Spata20",-0.44970319014565
"Kcne41","VEGFR","Kcne4",0.426185952864979
"Lamb2","VEGFR","Lamb2",0.369317442256536
"9130008F23Rik","VEGFR","9130008F23Rik",0.360913904095836
"Gm826","VEGFR","Gm826",0.359256305791079
"Gm16618","VEGFR","Gm16618",0.372658378575756
"Hecw2","VEGFR","Hecw2",0.403458711913655
"Nrxn2","VEGFR","Nrxn2",0.435000764729714
"Rasd11","VEGFR","Rasd1",0.58298989325291
"Stap21","VEGFR","Stap2",0.402185898347355
"9430015G10Rik","VEGFR","9430015G10Rik",0.361519420591032
"Rnase41","VEGFR","Rnase4",0.386761499169619
"Lypd3","VEGFR","Lypd3",0.355375777903623
"Rps141","VEGFR","Rps14",0.416019898560315
"C1qa","VEGFR","C1qa",0.458740325954339
"Gimap1","VEGFR","Gimap1",0.371852189868778
"Sh3bgr1","VEGFR","Sh3bgr",0.419713199832689
"Mpv17l1","VEGFR","Mpv17l",-0.492248082018764
"Creg1","VEGFR","Creg1",0.378138697757766
"Gm497421","VEGFR","Gm49742",-0.473679777359624
"Rps181","VEGFR","Rps18",0.432693464469473
"Asrgl1","VEGFR","Asrgl1",0.365134862051645
"Rpl91","VEGFR","Rpl9",0.385694846080573
"Gprasp2","VEGFR","Gprasp2",0.355488821023152
"Mir23b1","VEGFR","Mir23b",0.874115012978053
"Gm37202","VEGFR","Gm37202",0.381125490656681
"Gm59001","VEGFR","Gm5900",0.469374035989169
"Apela1","VEGFR","Apela",0.421336996375439
"Gm113531","VEGFR","Gm11353",0.552302797024729
"D730003K21Rik","VEGFR","D730003K21Rik",0.472648813501784
"Cyp2j131","VEGFR","Cyp2j13",-1.12331122483404
"Tert","VEGFR","Tert",0.395543684642319
"Slco1a6","VEGFR","Slco1a6",-0.457021126189714
"Myrip","VEGFR","Myrip",0.471630570190409
"Tgtp21","VEGFR","Tgtp2",0.408139103251833
"Gpx71","VEGFR","Gpx7",0.399054792874769
"Cyp2c681","VEGFR","Cyp2c68",0.518824528732377
"Eml3","VEGFR","Eml3",0.360926764560336
"Mcm7","VEGFR","Mcm7",0.35875568550039
"Gzmk","VEGFR","Gzmk",0.514594481918895
"Tnfrsf181","VEGFR","Tnfrsf18",0.378915547654699
"Rab4b1","VEGFR","Rab4b",-0.443090488156147
"Pkn3","VEGFR","Pkn3",0.408837611623236
"Plpp11","VEGFR","Plpp1",0.391498266613883
"Flywch2","VEGFR","Flywch2",0.360804898056544
"Il17d","VEGFR","Il17d",-0.398339580918928
"Tmt1b","VEGFR","Tmt1b",-0.506348640864494
"Zg161","VEGFR","Zg16",-0.478963908794065
"3110009E18Rik","VEGFR","3110009E18Rik",0.354089373101391
"Snx33","VEGFR","Snx33",0.406444089875913
"Sntg21","VEGFR","Sntg2",-0.365279267720519
"Cryab1","VEGFR","Cryab",0.420813100540943
"Clec4a11","VEGFR","Clec4a1",0.44867634051583
"8430423G03Rik","VEGFR","8430423G03Rik",0.430730913487855
"Gm44821","VEGFR","Gm4482",-0.38709497948098
"Il1b","VEGFR","Il1b",-0.36472054125191
"Ighj31","VEGFR","Ighj3",0.801048856273646
"Gm29397","VEGFR","Gm29397",0.360386564395521
"Ovol2","VEGFR","Ovol2",0.397372817038151
"Terb11","VEGFR","Terb1",0.366100435362812
"Fabp21","VEGFR","Fabp2",-0.667002394491229
"H2-M31","VEGFR","H2-M3",0.3573952129909
"Plcg1","VEGFR","Plcg1",0.439687086320596
"Gm37881","VEGFR","Gm3788",0.747071542501515
"Podn","VEGFR","Podn",-0.487681206018134
"Rpl18","VEGFR","Rpl18",0.365400148250325
"Srgap1","VEGFR","Srgap1",0.412900935840619
"Map7d3","VEGFR","Map7d3",0.371492662407444
"Mmp31","VEGFR","Mmp3",0.494028678479239
"Slc22a22","VEGFR","Slc22a22",-0.720624263137368
"Dock6","VEGFR","Dock6",0.399949236736414
"Gm24401","VEGFR","Gm24401",0.474643030762289
"Ripor2","VEGFR","Ripor2",0.369406235675327
"Pck2","VEGFR","Pck2",0.396892310071818
"Gm11844","VEGFR","Gm11844",0.422148556028968
"Nemp21","VEGFR","Nemp2",0.387068885666004
"Pabpn1l1","VEGFR","Pabpn1l",-0.463059486413721
"Gm566271","VEGFR","Gm56627",0.569792316766051
"Gm25518","VEGFR","Gm25518",0.591967839496798
"Sfn1","VEGFR","Sfn",0.37994143141659
"Gm429351","VEGFR","Gm42935",-0.490544649817149
"Slc22a2","VEGFR","Slc22a2",-0.796927252745323
"Hmgn2-ps11","VEGFR","Hmgn2-ps1",-0.483402788153863
"Fbln2","VEGFR","Fbln2",0.358625637776951
"Unc13d1","VEGFR","Unc13d",0.373540110557541
"Myocos","VEGFR","Myocos",0.352242138410028
"Gas21","VEGFR","Gas2",-0.587174725776608
"Them7","VEGFR","Them7",-0.357548261957372
"Muc3a","VEGFR","Muc3a",0.616745520107112
"Gm551141","VEGFR","Gm55114",-0.42931850228919
"Epor","VEGFR","Epor",0.554988845176032
"Sntb11","VEGFR","Sntb1",0.434348996778563
"Akr1c12","VEGFR","Akr1c12",0.370643320865984
"Ccl121","VEGFR","Ccl12",0.381865357725649
"Slc16a21","VEGFR","Slc16a2",-0.491851787927373
"Gm561361","VEGFR","Gm56136",0.434693107451468
"Rnf2271","VEGFR","Rnf227",0.404302248477256
"Ifi471","VEGFR","Ifi47",0.371716712603647
"Dusp151","VEGFR","Dusp15",0.359393874064212
"Efcab5","VEGFR","Efcab5",0.382844456508099
"Gm48552","VEGFR","Gm48552",0.346754982706496
"Gm444111","VEGFR","Gm44411",-0.351895527275167
"Frzb1","VEGFR","Frzb",-0.47874279381948
"Gkn11","VEGFR","Gkn1",-0.727082585611293
"Gm322811","VEGFR","Gm32281",-0.422634017466561
"Vtn1","VEGFR","Vtn",0.437180252351507
"Hsd3b9","VEGFR","Hsd3b9",-0.585578441520072
"Slc25a29","VEGFR","Slc25a29",0.349124432800736
"Pla2g7","VEGFR","Pla2g7",0.370888164828176
"Rpl17-ps81","VEGFR","Rpl17-ps8",0.51291224563097
"Slc22a81","VEGFR","Slc22a8",-0.575038575196963
"BC035947","VEGFR","BC035947",-0.344206870598703
"Gabra31","VEGFR","Gabra3",0.355722950103632
"Gm555011","VEGFR","Gm55501",1.1061629991584
"Med14","VEGFR","Med14",-0.398701084878832
"Pdk3","VEGFR","Pdk3",-0.410342861705199
"Lyrm1","VEGFR","Lyrm1",0.466386580769612
"Txnip1","VEGFR","Txnip",0.545056559326118
"Ces1g1","VEGFR","Ces1g",-0.861077563780657
"Lyz21","VEGFR","Lyz2",0.680410183327242
"A530095I07Rik1","VEGFR","A530095I07Rik",-0.355904105641569
"Ephx2","VEGFR","Ephx2",-0.361510401182635
"Rps31","VEGFR","Rps3",0.356882560187755
"Tyrobp1","VEGFR","Tyrobp",0.567378827762474
"Flnc1","VEGFR","Flnc",0.492045266673169
"Gm56734","VEGFR","Gm56734",0.370128363605628
"Gm26110","VEGFR","Gm26110",0.412431883211806
"Gm52968","VEGFR","Gm52968",0.392022344944929
"Gm489311","VEGFR","Gm48931",-0.493565437003273
"Gng141","VEGFR","Gng14",0.416786948034039
"Ighv1-64","VEGFR","Ighv1-64",0.515944491894659
"Gm57100","VEGFR","Gm57100",0.385085712501952
"Mcf2l","VEGFR","Mcf2l",0.379046720489419
"Hira","VEGFR","Hira",0.373770488820753
"Cfap97d1","VEGFR","Cfap97d1",0.355021275199076
"Gm162751","VEGFR","Gm16275",0.398780365419019
"Rdh12","VEGFR","Rdh12",0.34625355198579
"Cpne8","VEGFR","Cpne8",0.362699005921887
"Wt11","VEGFR","Wt1",0.502272331885985
"Omd1","VEGFR","Omd",0.47449853438182
"Gm565681","VEGFR","Gm56568",-0.368704662252916
"Gm554811","VEGFR","Gm55481",0.407768828658916
"9130204K15Rik1","VEGFR","9130204K15Rik",-0.413392565899176
"Mir63641","VEGFR","Mir6364",0.425673703542777
"Gm223411","VEGFR","Gm22341",0.439606519536037
"Dbil5","VEGFR","Dbil5",-0.348756761395154
"Frmd4a","VEGFR","Frmd4a",0.346050582844907
"Rps6kl1","VEGFR","Rps6kl1",0.35561179911652
"Slc16a1","VEGFR","Slc16a1",0.402493151116395
"Igkv1-1101","VEGFR","Igkv1-110",0.655107299981906
"Igkv1-135","VEGFR","Igkv1-135",0.625248133231386
"Slc38a21","VEGFR","Slc38a2",0.423448362799329
"4931414P19Rik","VEGFR","4931414P19Rik",0.355650399368675
"Gm54511","VEGFR","Gm5451",0.411691888313339
"Gm13110","VEGFR","Gm13110",0.357861491785243
"Flt11","VEGFR","Flt1",0.417139969506522
"Mgl21","VEGFR","Mgl2",-0.465184109103884
"Fbxo31","VEGFR","Fbxo31",0.431546516111108
"Gm55556","VEGFR","Gm55556",0.47749422721671
"D17H6S56E-5","VEGFR","D17H6S56E-5",0.382455518069464
"Gm146481","VEGFR","Gm14648",0.470486212655663
"Mfap21","VEGFR","Mfap2",0.364146388024726
"Gm196961","VEGFR","Gm19696",-0.350626931330821
"Ccdc801","VEGFR","Ccdc80",0.601955943889193
"Gm567971","VEGFR","Gm56797",-0.726701102669159
"Gm171681","VEGFR","Gm17168",-0.47418119491268
"6720470G18Rik","VEGFR","6720470G18Rik",-0.405926142619224
"Snord941","VEGFR","Snord94",0.561619673710064
"Rab38","VEGFR","Rab38",-0.366216155372186
"Gm235931","VEGFR","Gm23593",-0.496972113055922
"C030013C21Rik","VEGFR","C030013C21Rik",0.356119845796161
"Isoc2b","VEGFR","Isoc2b",-0.353286496269548
"AW1120101","VEGFR","AW112010",0.490172154759242
"Gm41442","VEGFR","Gm41442",0.41838962374511
"Rpl371","VEGFR","Rpl37",0.400536376838129
"Bdh1","VEGFR","Bdh1",-0.42369864590612
"Mir64171","VEGFR","Mir6417",-0.382461903445177
"Pcsk91","VEGFR","Pcsk9",0.441676026650915
"Znrf2","VEGFR","Znrf2",-0.370996266069202
"Gzmb1","VEGFR","Gzmb",0.485431818808546
"Incenp","VEGFR","Incenp",0.39699485197973
"Gm15915","VEGFR","Gm15915",0.413965883288885
"Cd59a","VEGFR","Cd59a",0.339332895858257
"Slc22a28","VEGFR","Slc22a28",-1.19332005915297
"Lrrc691","VEGFR","Lrrc69",0.437585741983559
"Igkv3-2","VEGFR","Igkv3-2",0.367820437729936
"Sik11","VEGFR","Sik1",-0.355915463589932
"Plaur1","VEGFR","Plaur",0.409624846188492
"Plcb41","VEGFR","Plcb4",0.443010218950967
"Gadd45b1","VEGFR","Gadd45b",0.440176685441739
"Cav11","VEGFR","Cav1",0.377641728581923
"Gcnt11","VEGFR","Gcnt1",-0.402173970711031
"Kel1","VEGFR","Kel",0.464402518815193
"Gm159481","VEGFR","Gm15948",-0.399191593815647
"5031434O11Rik","VEGFR","5031434O11Rik",0.425854375621633
"Tmem218","VEGFR","Tmem218",0.338331398851412
"Psenen-ps1","VEGFR","Psenen-ps",0.584102165067238
"Camk2d","VEGFR","Camk2d",0.372745824337862
"Ell","VEGFR","Ell",0.454023803105603
"Tmem44","VEGFR","Tmem44",0.410151115896949
"4930579D07Rik1","VEGFR","4930579D07Rik",-0.434603985317591
"Sult2a31","VEGFR","Sult2a3",-0.492023092956843
"Mrc11","VEGFR","Mrc1",0.447602621858834
"Pear1","VEGFR","Pear1",0.536358192540549
"Chst11","VEGFR","Chst11",-0.496537293615691
"Rpl17-ps51","VEGFR","Rpl17-ps5",0.401975251777355
"Gm31341","VEGFR","Gm3134",0.452813288756688
"Slc7a131","VEGFR","Slc7a13",-0.920342429693102
"Casp161","VEGFR","Casp16",0.411064881764372
"Pde7a","VEGFR","Pde7a",0.428958050043054
"Tex10","VEGFR","Tex10",0.361032259056021
"Wnk2","VEGFR","Wnk2",-0.339504208488196
"Gm23850","VEGFR","Gm23850",0.337255361718506
"Adipoq1","VEGFR","Adipoq",1.49840987023596
"Mgp1","VEGFR","Mgp",0.374789214587319
"Gm237111","VEGFR","Gm23711",-0.683877342842667
"Hipk1","VEGFR","Hipk1",0.357862017355132
"2900093K20Rik","VEGFR","2900093K20Rik",0.381099103241868
"Klhdc8a1","VEGFR","Klhdc8a",0.343111761510771
"Gm492081","VEGFR","Gm49208",-0.346787180641562
"Fam184a1","VEGFR","Fam184a",0.343198790083314
"Sprr1a1","VEGFR","Sprr1a",0.91215857221183
"Gm20581","VEGFR","Gm2058",0.372455910384259
"C5ar1","VEGFR","C5ar1",0.336439768961138
"Fhip2a","VEGFR","Fhip2a",0.34569399758772
"Map3k11","VEGFR","Map3k1",0.35704020702621
"B3galt5","VEGFR","B3galt5",-0.517017260656551
"Gm229801","VEGFR","Gm22980",0.610050784668259
"Gm84391","VEGFR","Gm8439",0.459217435522771
"Slc6a20b","VEGFR","Slc6a20b",-0.443309408259313
"Slc39a11","VEGFR","Slc39a11",-0.442704799946156
"Myom31","VEGFR","Myom3",-0.421291623341136
"C1qtnf21","VEGFR","C1qtnf2",-0.39935638281854
"Npff1","VEGFR","Npff",0.356179946034225
"Lrrc461","VEGFR","Lrrc46",0.402789337754188
"Pim3","VEGFR","Pim3",0.338895770678854
"Gm281981","VEGFR","Gm28198",0.4855800078232
"Impdh11","VEGFR","Impdh1",0.352069333174467
"Phf111","VEGFR","Phf11",-0.641987145161074
"Alx1","VEGFR","Alx1",0.352877884446184
"Gm55612","VEGFR","Gm5561",0.367219854273512
"Chrdl2","VEGFR","Chrdl2",0.492811202630168
"Nat8","VEGFR","Nat8",-0.385779904756363
"Ugt1a1","VEGFR","Ugt1a1",0.597464684225332
"Mymx","VEGFR","Mymx",-0.338890330729273
"Cit","VEGFR","Cit",-0.366447738786762
"Igkv13-85","VEGFR","Igkv13-85",0.34267003347457
"Ighv1-18","VEGFR","Ighv1-18",0.382412304245971
"Mir7077","VEGFR","Mir7077",0.390583754660464
"Gm233411","VEGFR","Gm23341",-0.466111857033939
"Gm130531","VEGFR","Gm13053",0.397838649760386
"Ighm1","VEGFR","Ighm",0.95840191970104
"Gm562741","VEGFR","Gm56274",-0.464081195063348
"Cyp2a4","VEGFR","Cyp2a4",-0.404423287017619
"Gm559551","VEGFR","Gm55955",-0.483628585822327
"Ighv6-3","VEGFR","Ighv6-3",0.418773689971401
"1810010H24Rik","VEGFR","1810010H24Rik",0.438512506433439
"Socs3","VEGFR","Socs3",0.430395832582063
"Zfp52","VEGFR","Zfp52",0.357015733300818
"Gm55932","VEGFR","Gm55932",0.443875856968308
"Erich6b1","VEGFR","Erich6b",-0.746319944453433
"Stfa31","VEGFR","Stfa3",-0.388005126638946
"Gm114781","VEGFR","Gm11478",0.428153859881008
"Gm549531","VEGFR","Gm54953",-0.694694960484442
"Hykk1","VEGFR","Hykk",-0.405246930320263
"4930473A02Rik1","VEGFR","4930473A02Rik",0.360982995180241
"Gm143031","VEGFR","Gm14303",0.362652950452851
"Tmem160","VEGFR","Tmem160",0.353617816400661
"Ighv7-3","VEGFR","Ighv7-3",0.711553554913346
"Gm440081","VEGFR","Gm44008",-0.431858829007512
"Arhgap31","VEGFR","Arhgap31",0.342984652537087
"Synj2","VEGFR","Synj2",0.359322435627447
"Snrpn","VEGFR","Snrpn",-0.345584395134587
"Inafm1","VEGFR","Inafm1",0.41688787509554
"Gm13807","VEGFR","Gm13807",0.34532352431376
